iter    1 | reward:   5 |  update_factor: 0.133333  lr: 0.199000 | sum_coeffs: -9 sum_abs_coeffs: 461761
iter   20 | reward:   5 |  update_factor: 0.123547  lr: 0.180922 | sum_coeffs: -261 sum_abs_coeffs: 1072780
iter   21 | reward:   6 |  update_factor: 0.123053  lr: 0.180017 | sum_coeffs: -143 sum_abs_coeffs: 1095112
iter   22 | reward:   6 |  update_factor: 0.122560  lr: 0.179117 | sum_coeffs: -720 sum_abs_coeffs: 1110238
iter   23 | reward:   5 |  update_factor: 0.122069  lr: 0.178222 | sum_coeffs: 155 sum_abs_coeffs: 1127959
iter   24 | reward:   5 |  update_factor: 0.121580  lr: 0.177331 | sum_coeffs: 315 sum_abs_coeffs: 1137119
iter   25 | reward:   6 |  update_factor: 0.121094  lr: 0.176444 | sum_coeffs: 348 sum_abs_coeffs: 1150598
iter   26 | reward:   5 |  update_factor: 0.120609  lr: 0.175562 | sum_coeffs: -78 sum_abs_coeffs: 1170054
iter   27 | reward:   5 |  update_factor: 0.120126  lr: 0.174684 | sum_coeffs: 149 sum_abs_coeffs: 1180806
iter   28 | reward:   6 |  update_factor: 0.119645  lr: 0.173811 | sum_coeffs: -573 sum_abs_coeffs: 1201409
iter   29 | reward:  10 |  update_factor: 0.119166  lr: 0.172942 | sum_coeffs: -356 sum_abs_coeffs: 1224819
iter   30 | reward:   4 |  update_factor: 0.118689  lr: 0.172077 | sum_coeffs: 89 sum_abs_coeffs: 1251509
iter   31 | reward:   5 |  update_factor: 0.118213  lr: 0.171216 | sum_coeffs: 230 sum_abs_coeffs: 1260733
iter   32 | reward:   2 |  update_factor: 0.117740  lr: 0.170360 | sum_coeffs: 362 sum_abs_coeffs: 1269245
iter   33 | reward:   3 |  update_factor: 0.117269  lr: 0.169509 | sum_coeffs: -80 sum_abs_coeffs: 1293278
iter   34 | reward:   2 |  update_factor: 0.116799  lr: 0.168661 | sum_coeffs: 16 sum_abs_coeffs: 1307840
iter   35 | reward:   2 |  update_factor: 0.116331  lr: 0.167818 | sum_coeffs: -335 sum_abs_coeffs: 1324098
iter   36 | reward:  13 |  update_factor: 0.115866  lr: 0.166979 | sum_coeffs: -461 sum_abs_coeffs: 1334333
iter   37 | reward:  24 |  update_factor: 0.115402  lr: 0.166144 | sum_coeffs: -45 sum_abs_coeffs: 1357686
iter   38 | reward:   6 |  update_factor: 0.114940  lr: 0.165313 | sum_coeffs: -209 sum_abs_coeffs: 1373723
iter   39 | reward:   5 |  update_factor: 0.114479  lr: 0.164486 | sum_coeffs: -362 sum_abs_coeffs: 1387105
iter   40 | reward:   5 |  update_factor: 0.114021  lr: 0.163664 | sum_coeffs: -548 sum_abs_coeffs: 1403637
iter   41 | reward:   6 |  update_factor: 0.113564  lr: 0.162846 | sum_coeffs: -588 sum_abs_coeffs: 1418638
iter   42 | reward:   6 |  update_factor: 0.113110  lr: 0.162031 | sum_coeffs: -687 sum_abs_coeffs: 1427638
iter   43 | reward:   7 |  update_factor: 0.112657  lr: 0.161221 | sum_coeffs: -603 sum_abs_coeffs: 1439109
iter   44 | reward:   8 |  update_factor: 0.112206  lr: 0.160415 | sum_coeffs: -513 sum_abs_coeffs: 1453668
iter   45 | reward:  18 |  update_factor: 0.111757  lr: 0.159613 | sum_coeffs: -882 sum_abs_coeffs: 1464464
iter   46 | reward:  14 |  update_factor: 0.111309  lr: 0.158815 | sum_coeffs: -888 sum_abs_coeffs: 1476389
iter   47 | reward:  13 |  update_factor: 0.110863  lr: 0.158021 | sum_coeffs: -936 sum_abs_coeffs: 1488954
iter   48 | reward:  12 |  update_factor: 0.110419  lr: 0.157231 | sum_coeffs: -997 sum_abs_coeffs: 1497328
iter   49 | reward:  16 |  update_factor: 0.109977  lr: 0.156445 | sum_coeffs: -1192 sum_abs_coeffs: 1505775
iter   50 | reward:  18 |  update_factor: 0.109537  lr: 0.155663 | sum_coeffs: -872 sum_abs_coeffs: 1522063
iter   51 | reward:  16 |  update_factor: 0.109098  lr: 0.154884 | sum_coeffs: -713 sum_abs_coeffs: 1534417
iter   52 | reward:  19 |  update_factor: 0.108662  lr: 0.154110 | sum_coeffs: -1080 sum_abs_coeffs: 1536302
iter   53 | reward:  17 |  update_factor: 0.108226  lr: 0.153339 | sum_coeffs: -1600 sum_abs_coeffs: 1547492
iter   54 | reward:  14 |  update_factor: 0.107793  lr: 0.152573 | sum_coeffs: -1622 sum_abs_coeffs: 1557708
iter   55 | reward:  16 |  update_factor: 0.107362  lr: 0.151810 | sum_coeffs: -1368 sum_abs_coeffs: 1566339
iter   56 | reward:  17 |  update_factor: 0.106932  lr: 0.151051 | sum_coeffs: -1355 sum_abs_coeffs: 1580247
iter   57 | reward:  17 |  update_factor: 0.106504  lr: 0.150295 | sum_coeffs: -1328 sum_abs_coeffs: 1587113
iter   58 | reward:  13 |  update_factor: 0.106077  lr: 0.149544 | sum_coeffs: -1596 sum_abs_coeffs: 1600098
iter   59 | reward:  13 |  update_factor: 0.105652  lr: 0.148796 | sum_coeffs: -1854 sum_abs_coeffs: 1607370
iter   60 | reward:  10 |  update_factor: 0.105229  lr: 0.148052 | sum_coeffs: -1713 sum_abs_coeffs: 1616230
iter   61 | reward:  11 |  update_factor: 0.104808  lr: 0.147312 | sum_coeffs: -1538 sum_abs_coeffs: 1621532
iter   62 | reward:   8 |  update_factor: 0.104388  lr: 0.146575 | sum_coeffs: -1880 sum_abs_coeffs: 1629481
iter   63 | reward:  15 |  update_factor: 0.103970  lr: 0.145842 | sum_coeffs: -1451 sum_abs_coeffs: 1637417
iter   64 | reward:   8 |  update_factor: 0.103554  lr: 0.145113 | sum_coeffs: -1543 sum_abs_coeffs: 1642198
iter   65 | reward:   8 |  update_factor: 0.103139  lr: 0.144388 | sum_coeffs: -1560 sum_abs_coeffs: 1653145
iter   66 | reward:  10 |  update_factor: 0.102726  lr: 0.143666 | sum_coeffs: -1664 sum_abs_coeffs: 1662112
iter   67 | reward:   9 |  update_factor: 0.102315  lr: 0.142947 | sum_coeffs: -1574 sum_abs_coeffs: 1669793
iter   68 | reward:  18 |  update_factor: 0.101905  lr: 0.142233 | sum_coeffs: -1363 sum_abs_coeffs: 1681915
iter   69 | reward:  13 |  update_factor: 0.101497  lr: 0.141522 | sum_coeffs: -984 sum_abs_coeffs: 1689884
iter   70 | reward:  20 |  update_factor: 0.101091  lr: 0.140814 | sum_coeffs: -959 sum_abs_coeffs: 1697154
iter   71 | reward:  16 |  update_factor: 0.100686  lr: 0.140110 | sum_coeffs: -567 sum_abs_coeffs: 1703378
iter   72 | reward:  16 |  update_factor: 0.100283  lr: 0.139409 | sum_coeffs: -690 sum_abs_coeffs: 1709290
iter   73 | reward:  19 |  update_factor: 0.099882  lr: 0.138712 | sum_coeffs: -801 sum_abs_coeffs: 1715275
iter   74 | reward:  25 |  update_factor: 0.099482  lr: 0.138019 | sum_coeffs: -300 sum_abs_coeffs: 1723234
iter   75 | reward:  21 |  update_factor: 0.099083  lr: 0.137329 | sum_coeffs: -741 sum_abs_coeffs: 1730937
iter   76 | reward:  24 |  update_factor: 0.098687  lr: 0.136642 | sum_coeffs: -809 sum_abs_coeffs: 1737582
iter   77 | reward:  22 |  update_factor: 0.098291  lr: 0.135959 | sum_coeffs: -605 sum_abs_coeffs: 1744031
iter   78 | reward:  14 |  update_factor: 0.097898  lr: 0.135279 | sum_coeffs: -855 sum_abs_coeffs: 1750771
iter   79 | reward:  14 |  update_factor: 0.097506  lr: 0.134603 | sum_coeffs: -406 sum_abs_coeffs: 1759990
iter   80 | reward:  15 |  update_factor: 0.097115  lr: 0.133930 | sum_coeffs: -263 sum_abs_coeffs: 1769558
iter   81 | reward:  18 |  update_factor: 0.096727  lr: 0.133260 | sum_coeffs: -546 sum_abs_coeffs: 1781357
iter   82 | reward:  16 |  update_factor: 0.096339  lr: 0.132594 | sum_coeffs: -48 sum_abs_coeffs: 1787645
iter   83 | reward:  18 |  update_factor: 0.095954  lr: 0.131931 | sum_coeffs: -434 sum_abs_coeffs: 1794301
iter   84 | reward:  18 |  update_factor: 0.095569  lr: 0.131271 | sum_coeffs: -827 sum_abs_coeffs: 1804167
iter   85 | reward:  17 |  update_factor: 0.095187  lr: 0.130615 | sum_coeffs: -1024 sum_abs_coeffs: 1812033
iter   86 | reward:  15 |  update_factor: 0.094806  lr: 0.129962 | sum_coeffs: -1203 sum_abs_coeffs: 1816974
iter   87 | reward:  16 |  update_factor: 0.094426  lr: 0.129312 | sum_coeffs: -807 sum_abs_coeffs: 1825607
iter   88 | reward:  17 |  update_factor: 0.094048  lr: 0.128665 | sum_coeffs: -661 sum_abs_coeffs: 1829569
iter   89 | reward:  17 |  update_factor: 0.093671  lr: 0.128022 | sum_coeffs: -593 sum_abs_coeffs: 1837317
iter   90 | reward:  18 |  update_factor: 0.093296  lr: 0.127382 | sum_coeffs: -870 sum_abs_coeffs: 1845246
iter   91 | reward:  15 |  update_factor: 0.092923  lr: 0.126745 | sum_coeffs: -950 sum_abs_coeffs: 1856165
iter   92 | reward:  13 |  update_factor: 0.092551  lr: 0.126111 | sum_coeffs: -786 sum_abs_coeffs: 1863806
iter   93 | reward:  14 |  update_factor: 0.092180  lr: 0.125481 | sum_coeffs: -606 sum_abs_coeffs: 1870455
iter   94 | reward:  13 |  update_factor: 0.091811  lr: 0.124853 | sum_coeffs: -242 sum_abs_coeffs: 1877897
iter   95 | reward:  15 |  update_factor: 0.091443  lr: 0.124229 | sum_coeffs: -103 sum_abs_coeffs: 1881767
iter   96 | reward:   8 |  update_factor: 0.091077  lr: 0.123608 | sum_coeffs: -253 sum_abs_coeffs: 1887584
iter   97 | reward:  11 |  update_factor: 0.090713  lr: 0.122990 | sum_coeffs: -457 sum_abs_coeffs: 1896524
iter   98 | reward:  13 |  update_factor: 0.090349  lr: 0.122375 | sum_coeffs: -407 sum_abs_coeffs: 1903349
iter   99 | reward:  17 |  update_factor: 0.089988  lr: 0.121763 | sum_coeffs: -540 sum_abs_coeffs: 1908562
iter  100 | reward:  16 |  update_factor: 0.089627  lr: 0.121154 | sum_coeffs: -845 sum_abs_coeffs: 1913694
